,tconst,title,runtime_minutes,genres,averagerating,numvotes,studio,foreign_gross,release_date,production_budget,domestic_gross_y,worldwide_gross,release_month,profit,ROI%,worldwide%
936,tt2109184,Paranormal Activity 4,88.0,"Horror,Mystery,Thriller",4.6,58408,Par.,88900000.0,2012-10-19,5000000,53900335,142817992,October,137817992,2656.35984,0.6225942246828396
937,tt2109248,Transformers: Age of Extinction,165.0,"Action,Adventure,Sci-Fi",5.7,283486,Par.,858600000.0,2014-06-27,210000000,245439076,1104039076,June,894039076,325.7328933333333,0.7776898650279295
938,tt2119532,Hacksaw Ridge,139.0,"Biography,Drama,History",8.1,366904,LGF,108100000.0,2016-11-04,40000000,67209615,168904682,November,128904682,222.261705,0.6020855419508147
939,tt2121250,Alpha,116.0,Crime,5.5,102,Studio 8,62300000.0,2018-08-17,51000000,35851379,99624873,August,48624873,-4.657111764705882,0.6401362639629161
942,tt2121286,Home Again,104.0,Drama,6.6,360,ORF,0.0,2017-09-08,15000000,27020284,37336874,September,22336874,48.91249333333334,0.27631102700242127
944,tt2125435,Beasts of the Southern Wild,93.0,"Adventure,Drama,Fantasy",7.3,77440,FoxS,8300000.0,2012-06-27,1800000,12795746,23265132,June,21465132,1092.5073333333335,0.45000329248078197
945,tt2125681,Truth or Dare,85.0,"Horror,Romance,Thriller",6.0,14,Uni.,53900000.0,2018-04-13,3500000,41411015,95127344,April,91627344,2517.9241142857145,0.5646781119001913
950,tt2126355,San Andreas,114.0,"Action,Adventure,Drama",6.1,192750,WB (NL),318800000.0,2015-05-29,110000000,155190832,456258539,May,346258539,214.78049000000001,0.6598620765758425
951,tt2126357,Second Act,103.0,"Comedy,Drama,Romance",5.8,13109,STX,33000000.0,2018-12-21,15700000,39282227,63288854,December,47588854,203.11371974522294,0.37931840257369803
952,tt2140037,Jane Got a Gun,98.0,"Action,Drama,Western",5.9,19051,Wein.,0.0,2016-01-29,25000000,1513793,3771345,January,-21228655,-184.91462,0.5986065979113553
953,tt2140373,Saving Mr. Banks,125.0,"Biography,Comedy,Drama",7.5,140678,BV,34600000.0,2013-12-13,35000000,83299761,114962525,December,79962525,128.46435714285712,0.27541813299594803
954,tt2140479,The Accountant,128.0,"Action,Crime,Drama",7.3,233022,WB,68900000.0,2016-10-14,40000000,86260045,152962083,October,112962083,182.4052075,0.43606910086338196
955,tt2140619,Two Night Stand,86.0,"Comedy,Romance",6.4,60510,EOne,0.0,2014-09-26,1600000,15600,868081,September,-731919,-145.7449375,0.9820293267563741
956,tt2159988,The Walk,89.0,"Crime,Thriller",6.8,126,TriS,51000000.0,2015-09-30,35000000,10161183,61492104,September,26492104,-24.308274285714283,0.8347562965157282
958,tt2166214,Khiladi 786,141.0,"Action,Comedy",4.4,5648,Eros,0.0,2012-12-07,5600000,385422,14683763,December,9083763,62.21005357142857,0.9737518236980535
959,tt2170439,Horrible Bosses 2,108.0,"Comedy,Crime",6.3,144442,WB,53200000.0,2014-11-26,40000000,54445357,105945357,November,65945357,64.86339249999999,0.48609964096869296
960,tt2170593,St. Vincent,102.0,"Comedy,Drama",7.3,89372,Wein.,10700000.0,2014-10-10,13000000,44137712,54837234,October,41837234,221.82487692307694,0.19511418099607286
961,tt2172934,3 Days to Kill,117.0,"Action,Drama,Thriller",6.2,81681,Rela.,21900000.0,2014-02-21,28000000,30697999,38959900,February,10959900,-60.857499999999995,0.2120616582691434
962,tt2172935,Metallica Through the Never,93.0,Music,7.2,15592,PH,4600000.0,2013-09-27,18000000,3419967,9082906,September,-8917094,-149.53941111111112,0.6234721574791152
963,tt2176013,Jab Tak Hai Jaan,176.0,"Drama,Romance",6.8,48364,Yash,0.0,2012-11-13,9200000,3047539,5806666,November,-3393334,-136.8840652173913,0.475165439169396
964,tt2177771,The Monuments Men,118.0,"Comedy,Drama,History",6.1,117638,Sony,77000000.0,2014-02-07,70000000,78031620,158702748,February,88702748,26.718211428571433,0.5083158862504384
965,tt2178470,Yeh Jawaani Hai Deewani,160.0,"Comedy,Drama,Musical",7.1,33971,Eros,0.0,2013-05-31,8300000,3827466,50827466,May,42527466,412.3791084337349,0.9246968951786816
966,tt2179136,American Sniper,133.0,"Action,Biography,Drama",7.3,401915,WB,197300000.0,2014-12-25,58000000,350126372,547326372,December,489326372,743.6661586206897,0.36029690891634947
967,tt2180411,Into the Woods,125.0,"Adventure,Comedy,Drama",6.0,123577,BV,85100000.0,2014-12-25,56200000,128002372,213116401,December,156916401,179.21067793594304,0.39937812669800105
971,tt4170206,Red,107.0,Drama,8.4,8,Sum.,108600000.0,2010-10-15,60000000,90380162,196439693,October,136439693,127.39948833333334,0.5399088614947082
973,tt2182972,Song One,86.0,"Drama,Music",5.8,8559,TFA,0.0,2015-01-23,6000000,32251,437089,January,-5562911,-192.71518333333333,0.9262141120000732
974,tt2183034,Earth to Echo,91.0,"Adventure,Family,Sci-Fi",5.8,17627,Rela.,6400000.0,2014-07-02,13000000,38934842,42174545,July,29174545,124.41957692307693,0.07681654893965069
975,tt2184339,The Purge,85.0,"Horror,Thriller",5.7,183549,Uni.,24900000.0,2013-06-07,3000000,64473115,91266581,June,88266581,2842.2193666666667,0.2935736795048781
976,tt2191701,Grown Ups 2,101.0,Comedy,5.4,128500,Sony,113300000.0,2013-07-12,80000000,133668525,247023808,July,167023808,108.77976000000001,0.45888404003552563
977,tt2193215,The Counselor,117.0,"Crime,Drama,Thriller",5.3,92096,Fox,54000000.0,2013-10-25,25000000,16973715,71009334,October,46009334,84.037336,0.7609650162329363
978,tt2194499,About Time,123.0,"Comedy,Drama,Fantasy",7.8,263136,Uni.,71800000.0,2013-11-01,12000000,15323921,89309178,November,77309178,544.24315,0.8284171756681044
979,tt2199571,Run All Night,114.0,"Action,Drama,Thriller",6.6,94131,WB,45200000.0,2015-03-13,50000000,26461644,66961644,March,16961644,-66.076712,0.6048238600593498
980,tt2202408,Transcendence,98.0,Drama,6.1,22,WB,80000000.0,2014-04-18,100000000,23022309,103039258,April,3039258,-96.960742,0.7765675971773788
982,tt2203939,The Other Woman,109.0,"Comedy,Romance",6.0,122889,IFC,427000.0,2014-04-25,40000000,83911193,195111193,April,155111193,287.7779825,0.5699314236677339
983,tt2205401,Addicted,106.0,"Drama,Thriller",5.2,7640,LGF,0.0,2014-10-10,5000000,17390770,17499242,October,12499242,149.98484000000002,0.006198668490898063
984,tt2209418,Before Midnight,109.0,"Drama,Romance",7.9,123107,SPC,3100000.0,2013-05-24,3000000,8110621,23251930,May,20251930,575.0643333333334,0.6511850414137665
985,tt2215719,Katy Perry: Part of Me,93.0,"Documentary,Music",5.9,13034,Par.,7400000.0,2012-07-05,12000000,25326071,32700439,July,20700439,72.50365833333333,0.22551281345183163
986,tt2223990,Draft Day,110.0,"Drama,Sport",6.8,48812,LG/S,620000.0,2014-04-11,25000000,28842237,29847480,April,4847480,-80.61008,0.0336793256918172
987,tt2229499,Don Jon,90.0,"Comedy,Drama,Romance",6.6,216350,Rela.,6000000.0,2013-09-27,5500000,24477704,41268579,September,35768579,550.3378,0.40686826168645157
988,tt2233624,Kin,45.0,"Drama,Music",8.6,46,LGF,4300000.0,2018-08-31,30000000,5718096,10096821,August,-19903179,-166.34393,0.4336736285609104
990,tt2234155,The Internship,119.0,Comedy,6.3,179817,Fox,48800000.0,2013-06-07,58000000,44672764,93672764,June,35672764,-38.49523448275862,0.5230976209904514
991,tt2235108,Dear White People,108.0,"Comedy,Drama,Romance",6.1,23321,RAtt.,0.0,2014-10-17,1250000,4404154,5403771,October,4153771,232.30168,0.18498507801311342
992,tt2239822,Valerian and the City of a Thousand Planets,137.0,"Action,Adventure,Fantasy",6.5,139792,STX,184700000.0,2017-07-21,180000000,40479370,215098356,July,35098356,-80.50091333333333,0.8118099517227365
993,tt2239832,Think Like a Man Too,106.0,"Comedy,Romance",5.8,18533,SGem,5000000.0,2014-06-20,24000000,65028687,70027933,June,46027933,91.78305416666667,0.07138931260472875
994,tt2241351,Money Monster,98.0,"Crime,Drama,Thriller",6.5,86607,TriS,52300000.0,2016-05-13,27000000,41012075,93466095,May,66466095,146.17072222222222,0.561209067309381
995,tt2243537,A Haunted House,86.0,"Comedy,Fantasy",5.1,40308,ORF,20100000.0,2013-01-11,2500000,40041683,59922558,January,57422558,2196.9023199999997,0.3317761401307334
996,tt2245084,Big Hero 6,102.0,"Action,Adventure,Animation",7.8,371204,BV,435300000.0,2014-11-07,165000000,222527828,652127828,November,487127828,195.22898666666666,0.658766550903882
997,tt2247476,When the Game Stands Tall,115.0,"Drama,Family,Sport",6.7,14498,TriS,0.0,2014-08-22,15000000,30127963,30138912,August,15138912,0.92608,0.0003632845140527966
998,tt2250912,Spider-Man: Homecoming,133.0,"Action,Adventure,Sci-Fi",7.5,426302,Sony,546000000.0,2017-07-07,175000000,334201140,880166350,July,705166350,302.9522,0.620297753941627
999,tt2262282,The Founder,108.0,"Comedy,Sci-Fi",5.9,33,Wein.,11300000.0,2017-01-20,15000000,12786053,24403192,January,9403192,-37.31205333333333,0.4760499773963996
1001,tt2267968,Kung Fu Panda 3,95.0,"Action,Adventure,Animation",7.1,116166,Fox,377600000.0,2016-01-29,140000000,143528619,517599142,January,377599142,169.71367285714285,0.7227031357791548
1002,tt2267998,Gone Girl,149.0,"Drama,Mystery,Thriller",8.1,761592,Fox,201600000.0,2014-10-03,61000000,167767189,368567189,October,307567189,404.20850655737706,0.5448124683719472
1003,tt2268016,Magic Mike XXL,115.0,"Comedy,Drama,Music",5.6,48497,WB,56500000.0,2015-07-01,14500000,66013057,123660597,July,109160597,652.8317034482758,0.4661754948506354
1004,tt2277308,Friend Request,91.0,Thriller,4.0,116,ENTMP,0.0,2017-09-22,9900000,3759078,11310835,September,1410835,-85.74914141414142,0.6676568971256321
1007,tt2277860,Finding Dory,97.0,"Adventure,Animation,Comedy",7.3,213542,BV,542300000.0,2016-06-17,200000000,486295561,1021215193,June,821215193,310.6075965,0.5238069661190401
1008,tt2278388,The Grand Budapest Hotel,99.0,"Adventure,Comedy,Crime",8.1,633604,FoxS,115500000.0,2014-03-07,31000000,59076019,163981261,March,132981261,328.97180967741934,0.6397392077622821
1009,tt2279339,Love the Coopers,107.0,"Comedy,Fantasy,Romance",5.8,18018,LGF,16100000.0,2015-11-13,18000000,26302731,42227490,November,24227490,34.597166666666666,0.3771182942675494
1010,tt2279373,The SpongeBob Movie: Sponge Out of Water,92.0,"Adventure,Animation,Comedy",6.0,43560,Par.,162200000.0,2015-02-06,74000000,162994032,311013181,February,237013181,220.28808243243242,0.4759256457365387
1011,tt2281587,Muppets Most Wanted,107.0,"Adventure,Comedy,Crime",6.4,29018,BV,29200000.0,2014-03-21,55000000,51178893,79312301,March,24312301,-55.79581636363636,0.3547168301169323
1012,tt2283362,Jumanji: Welcome to the Jungle,119.0,"Action,Adventure,Comedy",7.0,242735,Sony,557600000.0,2017-12-20,90000000,404508916,964496193,December,874496193,871.6624366666666,0.5806008163269132
1013,tt2292959,The Canyons,99.0,"Drama,Thriller",3.8,9838,IFC,0.0,2013-08-02,250000,59671,62375,August,-187625,-175.04999999999998,0.043350701402805614
1014,tt2293640,Minions,91.0,"Adventure,Animation,Comedy",6.4,193917,Uni.,823400000.0,2015-07-10,74000000,336045770,1160336173,July,1086336173,1368.0218554054054,0.710389301118513
1015,tt2294449,22 Jump Street,112.0,"Action,Comedy,Crime",7.0,319504,Sony,139600000.0,2014-06-13,50000000,191719337,331333876,June,281333876,462.667752,0.4213711579554878
1016,tt2295722,Falcon Rising,103.0,"Action,Adventure",5.8,6955,Free,0.0,2014-09-04,4500000,11774,11774,September,-4488226,-199.73835555555556,0.0
1017,tt2296777,Sherlock Gnomes,86.0,"Adventure,Animation,Comedy",5.1,8030,Par.,47100000.0,2018-03-23,59000000,43242871,87527651,March,28527651,-51.64804915254238,0.5059518848506513
1018,tt2302755,Olympus Has Fallen,119.0,"Action,Thriller",6.5,235443,FD,71300000.0,2013-03-22,70000000,98927592,172878928,March,102878928,46.96989714285714,0.42776373532348605
1019,tt2304771,Mandela: Long Walk to Freedom,141.0,"Biography,Drama,History",7.1,25027,Wein.,19000000.0,2013-11-29,35000000,8323085,29890402,November,-5109598,-114.59885142857142,0.721546568694526
1020,tt2304933,The 5th Wave,112.0,"Action,Adventure,Drama",5.2,90788,Sony,75000000.0,2016-01-22,38000000,34912982,111336398,January,73336398,92.99052105263158,0.6864189732453891
1021,tt2309260,The Gallows,81.0,"Horror,Mystery,Thriller",4.2,17763,WB (NL),20200000.0,2015-07-10,100000,22764410,41656474,July,41556474,41456.473999999995,0.45352047799340867
1022,tt2310332,The Hobbit: The Battle of the Five Armies,144.0,"Adventure,Fantasy",7.4,438621,WB (NL),700900000.0,2014-12-17,250000000,255119788,945577621,December,695577621,178.2310484,0.7301968845982238
1023,tt2312718,Homefront,100.0,"Action,Thriller",6.5,98549,ORF,22900000.0,2013-11-27,22000000,20158492,51695362,November,29695362,34.97891818181818,0.610052213194677
1025,tt2316204,Alien: Covenant,122.0,"Horror,Sci-Fi,Thriller",6.4,226920,Fox,166600000.0,2017-05-19,97000000,74262031,238521247,May,141521247,45.89819278350515,0.6886565371679446
1026,tt2321163,ABCD (Any Body Can Dance),160.0,"Drama,Music",6.4,5695,UTV,0.0,2013-02-08,1900000,222098,10137234,February,8237234,333.5386315789474,0.9780908677850388
1027,tt2321549,The Babadook,94.0,"Drama,Horror",6.8,171411,IFC,9300000.0,2014-11-28,2000000,950792,7482387,November,5482387,174.11935,0.8729293205497123
1028,tt2322441,Fifty Shades of Grey,125.0,"Drama,Romance,Thriller",4.1,279126,Uni.,404800000.0,2015-02-13,40000000,166167230,570998101,February,530998101,1227.4952524999999,0.7089881214858892
1029,tt2325977,Strangerland,112.0,"Drama,Mystery,Thriller",5.2,7999,Alc,0.0,2015-07-10,10000000,17472,161097,July,-9838903,-198.38903000000002,0.891543604163951
1030,tt2333784,The Expendables 3,126.0,"Action,Adventure,Thriller",6.1,156432,LGF,175300000.0,2014-08-15,100000000,39322544,209461378,August,109461378,9.461378,0.8122682836546602
1031,tt2334649,Fruitvale Station,85.0,"Biography,Drama,Romance",7.5,68187,Wein.,1300000.0,2013-07-12,900000,16098998,17549645,July,16649645,1749.9605555555554,0.08265962075016332
1032,tt2334873,Blue Jasmine,98.0,Drama,7.3,179453,SPC,64099999.0,2013-07-26,18000000,33404871,102912961,July,84912961,371.73867222222225,0.6754065700237699
1033,tt2334879,White House Down,131.0,"Action,Drama,Thriller",6.4,191791,Sony,132300000.0,2013-06-28,150000000,73103784,205440387,June,55440387,-63.039742,0.6441606002231683
1034,tt2345737,The Rover,103.0,"Action,Crime,Drama",6.4,40576,A24,2100000.0,2014-06-13,8500000,1109199,3180252,June,-5319748,-162.5852705882353,0.6512229219571279
1035,tt2347569,Frances Ha,86.0,"Comedy,Drama,Romance",7.4,60026,IFC,0.0,2013-05-17,3000000,4067398,11262769,May,8262769,175.42563333333334,0.6388634091669642
1036,tt2350496,The Lunchbox,104.0,"Drama,Romance",7.8,42618,SPC,0.0,2014-02-28,1700000,4231500,12231500,February,10531500,519.5,0.6540489719167722
1037,tt2357129,Jobs,128.0,"Biography,Drama",5.9,88788,ORF,19800000.0,2013-08-16,18000000,16131410,43402515,August,25402515,41.125083333333336,0.6283300633615356
1038,tt2357291,Rio 2,101.0,"Adventure,Animation,Comedy",6.3,72209,Fox,368600000.0,2014-04-11,130000000,131538435,492846291,April,362846291,179.11253153846155,0.733104545165381
1039,tt2358925,Unfinished Business,91.0,"Comedy,Drama",5.4,29004,Fox,4200000.0,2015-03-06,35000000,10219501,13214051,March,-21785949,-162.24556857142858,0.226618619831269
1041,tt2364841,Runner Runner,88.0,"Crime,Thriller",5.6,58235,Fox,43400000.0,2013-10-04,30000000,19316646,60512680,October,30512680,1.7089333333333334,0.6807834985989714
1042,tt2364897,The Disappointments Room,85.0,"Drama,Horror,Thriller",3.9,8167,Rela.,0.0,2016-09-09,15000000,2423467,3503761,September,-11496239,-176.64159333333333,0.3083241122896225
1043,tt2369135,Need for Speed,132.0,"Action,Crime,Thriller",6.5,154909,BV,159700000.0,2014-03-14,66000000,43568507,194169619,March,128169619,94.19639242424242,0.7756162512735837
1044,tt2379713,Spectre,148.0,"Action,Adventure,Thriller",6.8,352504,Sony,680600000.0,2015-11-06,300000000,200074175,879620923,November,579620923,93.20697433333333,0.7725450023202779
1045,tt2380307,Coco,105.0,"Adventure,Animation,Comedy",8.4,277194,BV,597400000.0,2017-11-22,175000000,209726015,798008101,November,623008101,256.00462914285714,0.7371881128309499
1047,tt2381111,Brooklyn,117.0,"Drama,Romance",7.5,117021,FoxS,23800000.0,2015-11-04,11000000,38322743,62076141,November,51076141,364.32855454545455,0.3826493982607585
1049,tt2387433,Dark Skies,97.0,"Horror,Sci-Fi,Thriller",6.3,65754,W/Dim.,9000000.0,2013-02-22,3500000,17418667,27704111,February,24204111,591.5460285714286,0.37126056851273803
1050,tt2387559,Delivery Man,105.0,"Comedy,Drama",6.4,70706,BV,19300000.0,2013-11-22,22000000,30659817,70536870,November,48536870,120.62213636363637,0.5653362985910773
1051,tt2387589,The Girl on the Train,80.0,Thriller,4.4,819,Strand,97100.0,2016-10-07,45000000,75395035,174278214,October,129278214,187.28492,0.5673869196295528
1053,tt2388637,Ain't Them Bodies Saints,96.0,"Crime,Drama,Romance",6.4,19464,IFC,635000.0,2013-08-16,5000000,391611,1075009,August,-3924991,-178.49982,0.6357137475128115
1054,tt2388715,Oculus,104.0,"Horror,Mystery",6.5,106906,Rela.,16300000.0,2014-04-11,5000000,27695246,44115496,April,39115496,682.3099199999999,0.3722104813238414
1055,tt2390361,Enough Said,93.0,"Comedy,Drama,Romance",7.0,55698,FoxS,7700000.0,2013-09-18,8000000,17550872,25621449,September,17621449,120.2681125,0.31499299668804837
1056,tt2395427,Avengers: Age of Ultron,141.0,"Action,Adventure,Sci-Fi",7.3,665594,BV,946400000.0,2015-05-01,330600000,459005868,1403013963,May,1072413963,224.38413883847548,0.6728429793966348
1057,tt2398231,The Homesman,122.0,"Drama,Western",6.6,27724,Saban,0.0,2014-11-14,16000000,2429989,8217571,November,-7782429,-148.64018125,0.7042935193380137
1058,tt2398241,Smurfs: The Lost Village,90.0,"Adventure,Animation,Comedy",6.0,15612,Sony,152200000.0,2017-04-07,60000000,45020282,197578586,April,137578586,129.29764333333333,0.7721398714737234
1059,tt2400463,The Invitation,100.0,"Drama,Horror,Mystery",6.7,70213,Drft.,0.0,2016-04-08,1000000,231738,354836,April,-645164,-164.5164,0.3469151946251226
1060,tt2401878,Anomalisa,90.0,"Animation,Comedy,Drama",7.3,58010,Par.,1900000.0,2015-12-30,8000000,3759286,5706168,December,-2293832,-128.6729,0.34118904315470555
1061,tt2402105,Dom Hemingway,93.0,"Comedy,Crime,Drama",6.2,24557,FoxS,0.0,2014-04-02,7000000,523511,1857458,April,-5142542,-173.4648857142857,0.7181572880786538
1062,tt2402157,The November Man,108.0,"Action,Crime,Thriller",6.3,59293,Rela.,7500000.0,2014-08-27,15000000,25018119,34820335,August,19820335,32.13556666666666,0.2815083772169337
1063,tt2402927,Carol,118.0,"Drama,Romance",7.2,100680,Wein.,27600000.0,2015-11-20,11800000,12711491,42843521,November,31043521,163.08068644067797,0.7033042405641684
1064,tt2403021,The Green Inferno,100.0,"Adventure,Horror",5.3,33239,BH Tilt,0.0,2015-09-25,1000000,7192291,12931420,September,11931420,1093.1419999999998,0.44381274446271174
1065,tt2403393,Desert Dancer,104.0,"Biography,Drama,Music",6.2,1653,Rela.,0.0,2015-04-10,4000000,155271,596335,April,-3403665,-185.091625,0.7396245398978762
1066,tt2404233,Gods of Egypt,127.0,"Action,Adventure,Fantasy",5.4,95111,LG/S,119500000.0,2016-02-26,140000000,31153464,138836756,February,-1163244,-100.83088857142857,0.7756108332003955
1067,tt2404425,Woman in Gold,109.0,"Biography,Drama,History",7.3,48501,Wein.,28300000.0,2015-04-01,11000000,33307793,58586407,April,47586407,332.6037,0.43147575170465735
1068,tt2404463,The Heat,117.0,"Action,Comedy,Crime",6.6,153501,Fox,70300000.0,2013-06-28,43000000,159581587,229727774,June,186727774,334.25063720930234,0.30534482521908735
